nct_id,criterion,label
NCT02644369,Demonstrate adequate organ function.,inclusion
NCT02644369,Negative pregnancy test for female patients of childbearing potential.,inclusion
NCT02644369,Must use approved methods of birth control during the course of the study and for 120 days after the last dose of study drug.,inclusion
NCT02644369,Is currently participating and receiving study therapy or has participated in a study of an investigational agent and received study therapy or used an investigational device within 4 weeks of the first dose of treatment.,exclusion
NCT02644369,Has a diagnosis of immunodeficiency or is receiving systemic steroid therapy or any other form of immunosuppressive therapy within 7 days prior to the first dose of trial treatment.,exclusion
NCT02644369,Has a known history of active TB (Bacillus Tuberculosis).,exclusion
NCT02644369,Hypersensitivity to pembrolizumab or any of its excipients.,exclusion
NCT02644369,Has had a prior anti-cancer monoclonal antibody (mAb) within 4 weeks prior to study Day 1 or who has not recovered from adverse events due to agents administered more than 4 weeks earlier.,exclusion
NCT02644369,"Has had prior chemotherapy, targeted small molecule therapy, or radiation therapy within 2 weeks prior to Study Day 1 or who has not recovered from adverse events due to a previously administered agent.",exclusion
NCT02644369,Has a known additional malignancy that is progressing or requires active treatment.,exclusion
NCT02644369,Has known active central nervous system (CNS) metastases and/or carcinomatous meningitis.,exclusion
NCT02644369,Has active autoimmune disease that has required systemic treatment in the past 2 years,exclusion
NCT02644369,"Has known history of, or any evidence of active, non-infectious pneumonitis.",exclusion
NCT02644369,Has an active infection requiring systemic therapy.,exclusion
NCT02644369,"Has a history or current evidence of any condition, therapy, or laboratory abnormality that might confound the results of the trial, interfere with the patient's participation for the full duration of the trial, or is not in the best interest of the patient to participate, in the opinion of the treating investigator.",exclusion
NCT02644369,Has known psychiatric or substance abuse disorders that would interfere with cooperation with the requirements of the trial.,exclusion
NCT02644369,"Is pregnant or breastfeeding, or expecting to conceive or father children within the projected duration of the trial, starting with screening visit through 120 days after the last dose of trial treatment.",exclusion
NCT02644369,"Has received prior therapy with an anti-PD-1, anti-PD-L1, or anti-PD-L2 agent.",exclusion
NCT02644369,Has a known history of Human Immunodeficiency Virus (HIV) (HIV 1/2 antibodies).,exclusion
NCT02644369,"Has known active Hepatitis B (e.g., HBsAg reactive) or Hepatitis C (e.g., HCV RNA \[qualitative\] is detected).",exclusion
NCT02644369,Has received a live vaccine within 30 days of planned start of study therapy.,exclusion
NCT02288169,"Breast, colorectal, lung or prostate cancer patients with baseline scores on intensity, distress, and/or interference =\> 4 on at least 2 symptoms",inclusion
NCT02288169,Must pass mental status screening and functional status at the level of ECOG 3 or lower,inclusion
NCT02288169,"patients who plan to leave Florida during the summer,",exclusion
NCT02288169,expected to die within 3 months.,exclusion
NCT01580241,"age \< 18, history of other types of cancer",exclusion
NCT06112041,"Standard treatment is ineffective (disease progresses after treatment) or locally advanced or metastatic malignant solid tumor patients who cannot tolerate standard therapy, cannot receive or do not have standard therapy",inclusion
NCT06112041,ECOG(Eastern Cooperative Oncology Group) performance is 0-3,inclusion
NCT06112041,Life expectancy greater than 3 months,inclusion
NCT06112041,"serum aspartate transaminase (AST) and serum alanine transaminase (ALT) ≤3.0\*ULN, or AST and ALT≤5\*ULN with hepatic metastasis; Total serum creatinine ≤1.5\*ULN",inclusion
NCT06112041,"History of other malignant tumors within 5 years prior to dose administration, expect for#malignancies that can be cured after treatment (including but not limited to adequately treated thyroid cancer, cervical carcinoma in situ, basal or squamous cell skin cancer)",exclusion
NCT06112041,"Uncontrolled epilepsy, central nervous system diseases or mental illness",exclusion
NCT06112041,"arrhythmia, congestive heart failure, or greater than or equal to Class 2 congestive heart failure as defined by the New York Heart Association Functional Classification, or history of myocardial infarction unstable angina, or acute coronary syndrome within 6 months prior to enrollment in the study",exclusion
NCT06112041,Received allogeneic hematopoietic stem cell transplantation or solid organ transplantation,exclusion
NCT06112041,"Other serious, uncontrolled concomitant diseases that may affect protocol compliance or interpretation of outcomes, including active opportunistic infections or advanced (severe) infections, uncontrolled diabetes",exclusion
NCT06112041,Allergic to any of the ingredients used in the study,exclusion
NCT06112041,"A history of immunodeficiency, including HIV positive or other acquired or congenital immunodeficiency disease, or a history of organ transplantation, or other immune-related disease requiring long-term oral hormone therapy",exclusion
NCT06112041,Acute and chronic tuberculosis infection,exclusion
NCT06112041,Other disorders with clinical significance according to the researcher's judgment,exclusion
NCT01953783,"Inclusion Criteria:

Each participant must meet all of the following inclusion criteria to be enrolled in the study:",inclusion
NCT01953783,"Histologic or cytologic diagnosis of advanced or metastatic solid tumor or lymphoma for which no standard, curative, or life-prolonging therapies exist or are effective",inclusion
NCT01953783,"Eastern Cooperative Oncology Group (ECOG) performance status 0, 1, or 2",inclusion
NCT01953783,"Female participants who are postmenopausal for at least 1 year OR are surgically sterile OR if of childbearing potential, agree to practice 2 effective methods of contraception at the same time during the entire study through 90 days after the last dose of study drug OR agree to practice true abstinence",inclusion
NCT01953783,Male participants who agree to practice effective barrier contraception during the entire study and through 90 days after the last dose of study drug OR agree to practice true abstinence,inclusion
NCT01953783,Suitable venous access for the conduct of blood sampling,inclusion
NCT01953783,Recovered from the reversible effects of prior anticancer therapy,inclusion
NCT01953783,"Exclusion Criteria:

Participants meeting any of the following exclusion criteria are not to be enrolled in the study:",exclusion
NCT01953783,Female participants who are lactating or breastfeeding or have a positive serum pregnancy test,exclusion
NCT01953783,Serious medical or psychiatric illness that could interfere with the study,exclusion
NCT01953783,Treatment with any investigational products or radiotherapy within 21 days before the first dose of study drug,exclusion
NCT01953783,Peripheral neuropathy greater than (\>) Grade 2,exclusion
NCT01953783,"Systemic treatment with strong and moderate inhibitors of CYP1A2, strong and moderate inhibitors of CYP3A, or clinically significant CYP3A inducers or use of Ginkgo biloba or St. John's wort within 14 days before the first dose of study drug",exclusion
NCT01953783,Symptomatic brain metastasis. Participants with brain metastases: must have stable neurologic status following local therapy (surgery or radiation) for at least 2 weeks after completion of the definitive therapy; and must be without neurologic dysfunction that would confound the evaluation of neurologic and other adverse events (AEs),exclusion
NCT01953783,Ongoing treatment with corticosteroids,exclusion
NCT01953783,Major surgery within the 14 days preceding the first dose of study drug,exclusion
NCT01953783,Infection requiring systemic intravenous antibiotic therapy or other serious infection within 14 days before the first dose of study drug,exclusion
NCT01953783,Life-threatening illness unrelated to cancer,exclusion
NCT01953783,"Known hepatitis B surface antigen -positive, or known or suspected active hepatitis C infection or human immunodeficiency virus (HIV) positive",exclusion
NCT01953783,"Diagnosed or treated for another malignancy within 2 years before the first dose, OR previously diagnosed with another malignancy and have any evidence of residual disease. Participants with nonmelanoma skin cancer or carcinoma in situ of any type are not excluded if they have undergone complete resection",exclusion
NCT01953783,Any cardiovascular condition specified in the study protocol,exclusion
NCT01953783,Known gastrointestinal (GI) disease or GI procedure that could interfere with the oral absorption or tolerance of IXAZOMIB,exclusion
NCT01953783,History of urinary and/or fecal incontinence,exclusion
NCT01953783,Inability to comply with study procedures or visit schedule including the requirement for inpatient confinement,exclusion
NCT05229783,Male or Female with Age above ≥ years old;,inclusion
NCT05229783,"Female of childbearing potential must use appropriate method(s) of contraception during the clinical trial (i.e.: Intrauterine Device, pill, implant,sexual abstinence);",inclusion
